,country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
21113,United States,2004,USA,292354656.0,14227881328640.0,26.232,16.713,275.1,80.427,183.134,53.54,1.265,0.299,493.856,0.651,40.445,21395.188,6254.982,7332.209,2143.605,3.433,211.163,21762.695,6362.425,50.656,23.255,3961.12,4231.683,1.961,517.438,92003.148,1.89,1.992,459.006,10389.495,3037.417,80378.828,23499.125,71.778,87.365,0.405,24.376,6046.277,2611.72,763.548,20681.309,-2.847,-147.457,17208.896,5031.101,18.044,22.479,2089.84,-2.747,-26.358,756.591,898.069,262.555,2587.922,6.204,2.813,3.201,58.431,3398.423,4034.534,1179.515,11624.315,27.873,12.635,11.31,0.286,3.247,57.924,2295.216,2839.12,830.03,7850.794,19.615,8.533,3.649,394.184,11197.866,445.567,130.264,38302.336,-2.164,-83.705,12942.847,3783.902,3.078,41.632,223.007,71.945,14.81,0.86,1.515,246.089,50.658,762.798,1.7,0.35,0.829,14474.483,26897.549,3.114,0.507,1103.206,1195.414,349.485,3773.52,8.259,4.102,14.325,0.241,2.012,2.388,0.698,6.881,0.016,0.007,26.425,8.396,41.169,48.867,14.287,140.819,0.338,0.153
21114,United States,2005,USA,294993504.0,14703731408896.0,16.846,13.549,318.568,93.975,184.004,54.28,1.256,0.349,495.208,1.47,91.974,21515.58,6346.957,7386.119,2178.857,1.458,92.737,21882.387,6455.162,50.404,23.586,4057.81,4322.787,0.047,12.584,91222.797,1.83,0.059,13.84,10605.382,3128.519,79706.719,23512.965,72.373,87.376,-1.56,-94.347,5951.93,2773.745,818.237,20176.477,-2.717,-136.693,16591.58,4894.408,18.928,22.118,2140.68,1.475,6.302,762.893,903.165,266.428,2586.134,6.163,2.835,1.186,-1.254,3397.169,4003.168,1180.909,11516.08,27.318,12.624,24.78,0.611,-0.83,-33.448,2261.768,2790.379,823.144,7667.179,19.042,8.405,0.145,16.212,11214.078,445.517,131.425,38014.66,-5.031,-190.369,12181.734,3593.532,3.04,41.672,224.874,72.598,14.69,0.907,1.866,246.101,49.798,762.301,1.679,0.34,0.836,14653.836,26910.133,5.078,32.195,1135.401,1212.79,357.765,3848.9,8.276,4.219,7.272,0.133,2.144,2.539,0.749,7.269,0.017,0.008,25.925,10.345,51.514,60.986,17.99,174.628,0.416,0.191
21115,United States,2006,USA,297758976.0,15095884152832.0,40.143,37.725,442.304,131.7,184.243,54.86,1.267,0.493,487.68,-1.533,-97.274,20989.064,6249.683,7239.34,2155.578,2.607,168.256,22244.229,6623.418,49.771,23.409,4063.42,4330.952,-0.788,-212.014,89663.523,1.769,-1.389,-326.596,10419.393,3102.468,77869.586,23186.369,71.635,86.846,-1.447,-86.152,5865.778,2948.335,877.893,19699.752,2.51,122.833,16850.006,5017.241,20.27,21.971,2112.12,7.175,49.595,812.488,958.977,285.544,2728.677,6.593,3.043,5.63,114.581,3511.749,4080.346,1214.96,11793.933,28.053,13.154,18.42,0.453,0.669,0.813,2262.581,2782.96,828.651,7598.701,19.133,8.475,-1.277,-143.169,11070.909,231.718,68.996,37180.773,-1.452,-52.16,11893.418,3541.372,1.593,41.467,226.212,73.082,14.57,0.667,1.339,245.441,48.932,759.717,1.687,0.336,0.847,14545.158,26698.119,14.669,113.767,1249.168,1297.386,386.308,4195.231,8.92,4.679,10.086,0.201,2.346,2.769,0.824,7.878,0.019,0.009,49.289,24.907,76.421,90.2,26.858,256.654,0.62,0.286
21116,United States,2007,USA,300608448.0,15364464312320.0,26.305,34.643,553.356,166.344,184.759,55.54,1.253,0.615,490.688,1.347,84.167,21070.098,6333.85,7260.933,2182.698,-1.248,-82.629,21758.5,6540.789,49.25,23.403,4171.76,4431.837,1.37,365.668,90030.031,1.761,1.685,390.619,10703.159,3217.46,78430.891,23576.988,72.599,87.116,6.403,375.605,6241.383,3207.079,964.075,20762.5,4.019,201.648,17361.084,5218.889,21.753,23.062,2174.65,-14.884,-125.252,687.236,808.507,243.044,2286.151,5.484,2.539,1.586,-24.951,3486.798,3997.476,1201.675,11599.136,27.115,12.884,31.25,0.749,2.44,40.715,2303.296,2823.833,848.868,7662.115,19.154,8.511,-0.625,-69.154,11001.755,235.147,70.687,36598.289,0.155,5.505,11798.994,3546.877,1.595,40.651,228.429,73.87,14.64,1.077,2.217,245.733,48.701,759.889,1.667,0.33,0.844,14742.889,27063.787,0.22,-65.666,1183.502,1173.643,352.807,3937.021,7.961,4.373,32.868,0.752,3.097,3.644,1.095,10.304,0.025,0.011,29.564,21.974,98.395,115.758,34.798,327.32,0.785,0.364
21117,United States,2008,USA,303486016.0,15319731011584.0,36.596,60.875,748.697,227.219,181.326,55.03,1.254,0.86,485.027,-1.591,-100.795,20538.193,6233.055,7077.289,2147.858,1.527,99.852,21881.207,6640.641,48.925,23.605,4137.87,4390.106,-2.432,-658.271,87007.352,1.724,-3.314,-781.326,10369.581,3147.023,75112.727,22795.662,71.684,86.329,0.762,47.529,6288.912,3128.452,949.442,20722.246,4.633,241.786,17993.168,5460.675,21.627,23.817,2129.32,3.296,18.24,705.476,827.234,251.054,2324.575,5.719,2.672,6.579,123.055,3609.854,4055.545,1230.801,11894.629,28.036,13.671,32.82,0.793,-0.027,-14.92,2288.376,2796.308,848.64,7540.302,19.331,8.666,-6.618,-728.061,10273.694,163.84,49.723,33852.281,-0.903,-32.034,11581.566,3514.844,1.133,38.907,227.048,73.551,14.84,-0.431,-1.381,242.355,48.898,748.134,1.675,0.338,0.86,14465.596,26405.516,17.38,137.976,1321.477,1259.237,382.161,4354.327,8.705,5.005,49.082,1.492,4.589,5.381,1.633,15.121,0.037,0.017,60.706,58.75,157.145,184.267,55.922,517.8,1.274,0.595
21118,United States,2009,USA,306307552.0,14894294368256.0,13.607,30.918,842.738,258.137,177.893,54.49,1.295,1.028,464.777,-12.044,-750.678,17898.273,5482.376,6201.289,1899.501,-9.34,-620.218,19654.83,6020.423,45.156,21.837,3971.41,4206.493,-4.923,-1299.984,81961.844,1.686,-6.14,-1399.76,9570.996,2931.668,69851.047,21395.902,69.694,85.224,-1.791,-112.631,6176.281,3233.024,990.3,20163.658,2.109,115.15,18203.355,5575.825,23.542,24.601,1955.08,8.157,52.838,758.314,886.472,271.533,2475.661,6.455,3.021,4.281,99.775,3709.628,4121.024,1262.301,12110.796,30.008,14.776,34.05,0.857,-0.912,-34.87,2253.506,2745.279,840.9,7357.004,19.991,8.976,-5.222,-536.45,9737.244,136.684,41.867,31789.109,6.738,236.836,12248.079,3751.679,0.995,38.785,225.447,73.16,15.01,-0.532,-1.601,238.844,49.003,736.016,1.739,0.357,0.898,13732.907,25105.531,11.513,134.645,1456.122,1375.746,421.401,4753.792,10.018,5.8,27.121,1.209,5.798,6.777,2.076,18.927,0.049,0.023,33.457,51.282,208.427,243.652,74.632,680.45,1.774,0.83
21119,United States,2010,USA,309011456.0,15270622003200.0,14.967,38.636,960.396,296.773,181.514,56.09,1.276,1.144,469.334,5.803,318.165,18771.283,5800.542,6467.391,1998.498,1.917,115.405,19856.312,6135.828,45.48,22.351,4137.31,4394.251,3.371,846.334,83983.508,1.699,3.635,777.801,10033.248,3100.389,71756.898,22173.703,70.556,85.442,4.949,305.654,6481.935,3436.895,1062.04,20976.357,3.152,175.75,18612.82,5751.575,24.169,24.977,2062.37,-5.251,-44.228,714.086,832.573,257.275,2310.873,5.855,2.752,3.731,68.533,3778.161,4143.53,1280.398,12226.605,29.138,14.558,25.98,0.628,1.016,8.922,2262.428,2748.896,849.44,7321.503,19.331,8.718,1.581,153.983,9891.228,128.961,39.851,32009.258,3.273,122.798,12538.298,3874.478,0.907,38.114,231.142,75.062,15.22,2.6,5.695,242.91,49.254,748.004,1.708,0.346,0.891,14220.35,25951.865,7.092,59.61,1515.733,1394.634,430.958,4905.102,9.807,5.841,45.139,2.565,8.363,9.751,3.013,27.063,0.069,0.032,28.106,56.941,265.368,309.401,95.608,858.766,2.176,1.023
21120,United States,2011,USA,311584064.0,15509302018048.0,8.285,24.587,1031.376,321.36,181.877,56.67,1.299,1.249,453.639,-5.646,-327.47,17565.312,5473.071,6021.938,1876.34,0.831,51.001,19856.051,6186.829,43.002,21.274,4123.3,4363.377,-0.87,-225.801,82565.406,1.659,-1.912,-423.967,9624.312,2998.782,69803.75,21749.736,68.726,84.544,1.545,100.173,6582.108,3498.215,1089.988,21124.662,7.337,422.011,19813.547,6173.585,24.98,25.585,1979.4,22.863,157.912,871.998,1014.479,316.095,2798.596,7.244,3.39,5.959,198.168,3976.329,4332.038,1349.794,12761.656,30.935,15.456,37.25,0.903,-2.077,-60.508,2201.92,2669.565,831.794,7066.856,19.063,8.559,-1.988,-196.671,9694.557,104.158,32.454,31113.775,3.985,154.409,12930.337,4028.887,0.744,37.684,233.103,75.775,15.32,0.95,1.961,243.193,49.168,748.122,1.737,0.351,0.906,14003.852,25726.064,15.339,258.676,1774.409,1662.472,518.0,5694.8,11.872,6.897,57.28,4.71,13.073,15.209,4.739,41.957,0.109,0.051,26.966,69.506,334.874,389.592,121.391,1074.748,2.782,1.302
21121,United States,2012,USA,314043872.0,15849635184640.0,0.193,0.619,1025.27,321.98,183.478,57.62,1.337,1.285,440.986,-11.596,-634.667,15406.778,4838.404,5224.736,1640.796,-6.951,-430.02,18331.227,5756.809,38.064,19.317,4085.23,4310.569,-2.636,-678.199,79759.125,1.58,-2.563,-557.518,9501.529,2983.897,67481.711,21192.219,69.223,84.607,4.544,299.12,6881.228,4197.394,1318.166,21911.678,5.146,317.663,20669.877,6491.248,30.58,27.472,1900.9,-13.308,-120.625,751.373,872.585,274.03,2392.572,6.357,3.0,-2.214,-120.685,3855.644,4178.3,1312.17,12277.405,30.441,15.393,47.26,1.157,-2.641,-71.156,2130.764,2578.692,809.822,6784.925,18.787,8.507,-2.29,-221.97,9472.587,79.4,24.935,30163.26,14.094,567.813,14637.128,4596.7,0.578,37.818,236.724,77.036,15.56,1.664,3.621,245.304,49.547,753.793,1.787,0.361,0.945,13726.01,25047.865,-1.791,-49.529,1724.88,1599.609,502.347,5492.479,11.654,6.886,90.698,11.706,24.779,28.776,9.037,78.903,0.21,0.099,17.179,55.15,390.024,452.944,142.244,1241.942,3.3,1.557
21122,United States,2013,USA,316400544.0,16108428984320.0,10.388,33.447,1123.343,355.426,192.351,60.86,1.405,1.381,440.742,3.8,183.867,15873.145,5022.271,5417.006,1713.944,-3.267,-188.096,17600.201,5568.713,39.58,19.521,4110.5,4330.293,2.714,679.885,81313.859,1.597,2.491,527.834,9332.011,2952.653,68647.328,21720.053,68.186,84.423,2.747,189.0,7070.228,3822.688,1209.501,22345.814,1.012,65.679,20723.502,6556.927,27.931,27.481,1908.54,-2.73,-24.913,726.46,842.444,266.55,2296.013,6.155,2.824,5.178,152.053,4007.697,4308.886,1363.334,12666.53,31.484,15.577,57.88,1.408,2.559,41.357,2172.121,2624.975,830.544,6865.098,19.18,8.443,1.636,154.966,9627.553,92.317,29.209,30428.369,13.52,621.496,16492.375,5218.196,0.675,37.421,247.921,80.666,15.77,4.711,11.197,254.948,49.842,783.568,1.863,0.364,0.964,13686.111,25727.75,7.751,110.697,1835.576,1683.91,532.79,5801.433,12.304,7.135,77.489,18.936,43.715,50.694,16.04,138.163,0.37,0.17,19.186,72.03,462.054,535.824,169.535,1460.345,3.915,1.796
21123,United States,2014,USA,318673440.0,16482662612992.0,1.432,5.089,1131.3,360.515,200.801,63.99,1.467,1.387,438.652,-0.227,-11.416,15724.109,5010.856,5377.575,1713.69,1.422,79.182,17723.145,5647.896,39.275,19.275,4146.03,4363.326,1.043,268.469,81576.359,1.577,0.952,206.674,9280.99,2957.605,68806.258,21926.727,67.783,84.346,2.155,152.376,7222.604,3801.407,1211.407,22664.596,7.478,490.337,22114.377,7047.265,27.763,27.783,1913.98,-4.051,-33.606,692.853,802.548,255.751,2174.18,5.861,2.665,1.943,61.795,4069.492,4367.007,1391.649,12770.101,31.894,15.654,53.21,1.283,1.033,9.294,2181.415,2633.172,839.122,6845.298,19.231,8.391,0.683,65.713,9693.266,102.008,32.507,30417.551,16.933,883.591,19147.461,6101.787,0.745,37.287,258.466,84.07,15.88,4.221,10.545,263.813,49.832,811.069,1.927,0.364,0.994,13692.154,25996.219,2.795,52.5,1888.077,1733.835,552.527,5924.802,12.663,7.263,82.149,35.435,79.149,91.681,29.216,248.372,0.67,0.304,8.231,35.039,497.093,575.794,183.49,1559.882,4.205,1.912
21124,United States,2015,USA,320878304.0,16902578503680.0,4.631,16.696,1175.559,377.211,198.299,63.63,1.463,1.465,420.386,-13.606,-681.778,13491.338,4329.078,4575.864,1468.296,-11.533,-651.388,15571.347,4996.507,33.764,16.814,4147.46,4348.669,-0.959,-249.186,80239.25,1.523,-1.237,-271.137,9139.048,2932.522,67488.484,21655.59,67.435,84.109,2.952,213.19,7435.795,4468.521,1433.852,23173.256,5.048,355.768,23071.152,7403.032,32.972,28.88,1828.12,-3.635,-29.162,663.691,768.058,246.453,2068.359,5.667,2.578,1.509,21.95,4091.442,4367.373,1401.395,12750.761,32.226,15.891,66.67,1.607,0.001,-12.952,2168.462,2615.118,839.135,6757.896,19.296,8.422,2.037,197.452,9890.718,94.662,30.375,30823.891,8.094,493.852,20554.953,6595.639,0.698,38.415,257.115,83.736,15.92,-0.397,-1.351,260.96,49.614,801.286,1.926,0.366,0.999,13552.395,25747.033,2.895,34.903,1922.98,1752.255,562.261,5992.863,12.929,7.469,34.947,27.024,106.174,122.87,39.426,330.885,0.907,0.412,4.989,21.695,518.788,600.368,192.645,1616.774,4.43,2.015
21125,United States,2016,USA,323016000.0,17162557194240.0,8.488,32.017,1266.9,409.229,194.294,62.76,1.443,1.591,403.693,-8.508,-368.337,12261.749,3960.741,4167.562,1346.189,-18.271,-912.933,12642.02,4083.574,30.962,15.398,4150.73,4347.911,-0.093,-23.881,79634.297,1.499,-1.119,-242.283,8836.301,2854.267,66291.781,21413.307,65.647,83.245,0.742,55.194,7490.989,4588.164,1482.05,23190.768,-1.749,-129.471,22517.648,7273.561,34.086,29.122,1755.22,7.024,42.414,706.105,816.565,263.764,2185.976,6.066,2.745,6.18,218.402,4309.845,4579.621,1479.291,13342.512,34.023,16.755,66.5,1.602,1.068,10.197,2178.659,2625.563,848.099,6744.742,19.506,8.47,0.716,70.858,9961.576,80.574,26.027,30839.266,-4.325,-285.28,19535.746,6310.358,0.599,38.726,253.683,82.723,15.83,-1.211,-3.432,256.094,49.007,785.359,1.903,0.364,0.986,13460.357,25723.152,10.745,208.206,2131.185,1954.058,631.192,6597.77,14.517,8.285,40.567,42.188,148.362,171.571,55.42,459.302,1.275,0.577,19.02,95.018,613.806,709.827,229.285,1900.233,5.273,2.386
21126,United States,2017,USA,325084736.0,17596283879424.0,0.202,0.825,1261.375,410.054,192.965,62.73,1.458,1.588,392.519,-2.731,-108.148,11851.041,3852.593,4029.732,1310.005,6.534,266.804,13382.291,4350.378,30.447,14.922,4105.51,4302.538,0.373,95.879,79422.469,1.467,-0.481,-103.016,8388.671,2727.029,65553.031,21310.291,63.382,82.537,-1.216,-91.067,7399.922,4288.187,1394.024,22763.057,2.587,188.146,22953.113,7461.707,32.4,28.661,1688.83,12.527,83.783,789.888,913.013,296.806,2429.791,6.898,3.059,4.415,198.896,4508.74,4804.443,1561.851,13869.431,36.301,17.463,56.31,1.372,-0.092,-14.816,2163.843,2606.445,847.315,6656.243,19.693,8.381,0.966,96.199,10057.775,70.751,23.0,30938.936,5.813,366.828,20539.834,6677.187,0.535,38.955,253.612,82.8,15.93,0.094,-0.071,254.704,49.003,780.141,1.924,0.37,0.982,13235.128,25819.031,8.09,213.712,2344.897,2197.999,714.536,7213.187,16.607,9.082,40.847,59.372,207.734,240.115,78.058,639.015,1.814,0.805,12.031,69.804,683.609,790.168,256.871,2102.865,5.97,2.648
21127,United States,2018,USA,327096256.0,18140645818368.0,-1.325,-5.433,1237.008,404.621,189.027,61.83,1.386,1.512,388.023,-4.234,-163.134,11279.428,3689.458,3822.985,1250.484,-1.676,-72.927,13077.041,4277.451,28.028,13.786,4243.29,4461.586,3.654,943.441,81818.344,1.475,4.205,896.049,8735.413,2857.321,67889.312,22206.34,64.043,82.976,11.044,817.227,8217.149,4829.503,1579.713,25121.502,12.7,947.654,25709.133,8409.361,35.407,30.704,1731.2,-2.457,-23.911,765.977,885.105,289.515,2341.747,6.489,2.862,1.187,47.394,4556.134,4863.095,1590.7,13929.03,35.653,17.024,44.46,1.048,0.265,-6.949,2156.894,2597.286,849.563,6594.066,19.042,8.059,2.406,241.955,10299.73,82.925,27.124,31488.377,16.533,1103.934,23788.473,7781.121,0.608,38.486,250.438,81.893,15.97,-1.096,-3.174,250.364,48.824,765.641,1.836,0.358,0.936,13639.98,26762.473,1.882,54.343,2399.24,2265.809,741.138,7334.965,16.612,8.965,20.819,41.78,249.513,288.319,94.308,762.814,2.114,0.932,7.222,45.081,728.691,842.02,275.422,2227.756,6.173,2.723
21128,United States,2019,USA,329064896.0,,2.78,11.25,1263.794,415.87,174.768,57.51,1.304,1.565,370.247,-14.609,-538.999,9573.978,3150.46,3194.284,1051.127,-7.21,-308.397,12061.615,3969.054,23.829,11.856,4195.02,4411.159,-0.713,-190.812,80749.0,,-1.193,-265.031,8436.101,2776.024,66677.758,21941.309,62.932,82.574,3.526,289.768,8506.917,5181.885,1705.177,25851.791,10.366,871.75,28204.502,9281.111,38.656,32.015,1633.22,-1.398,-13.492,752.485,867.512,285.468,2286.737,6.471,2.832,2.09,74.218,4630.352,4926.514,1621.143,14071.241,36.751,17.426,39.04,0.931,0.288,-1.763,2155.132,2589.185,852.01,6549.26,19.315,8.111,-0.153,-15.799,10283.932,59.931,19.721,31251.986,12.083,940.16,26503.223,8721.28,0.447,38.703,234.433,76.821,15.47,-6.194,-16.005,233.451,47.012,712.421,1.742,0.351,0.882,13405.134,26571.66,3.425,75.98,2475.22,2337.33,769.133,7521.981,17.436,9.315,14.49,35.102,284.616,328.123,107.974,864.923,2.448,1.071,8.514,59.126,787.816,908.244,298.871,2394.106,6.775,2.965
21129,United States,2020,USA,331002656.0,,-9.029,-37.549,1142.955,378.321,165.255,54.7,1.277,1.538,348.543,-18.863,-594.279,7722.541,2556.181,2550.775,844.313,-24.92,-989.092,9002.835,2979.962,19.705,10.394,4088.29,4284.785,-7.446,-1978.438,74299.172,,-9.269,-2033.705,7883.247,2609.375,60143.336,19907.604,60.899,80.948,-2.209,-187.893,8319.024,5276.139,1746.416,25132.803,-1.316,-122.113,27670.467,9158.998,40.759,33.826,1493.43,-0.941,-9.822,742.663,854.315,282.78,2243.678,6.6,3.02,0.159,55.268,4685.62,5020.903,1661.932,14155.837,38.787,19.052,47.31,1.157,-2.413,-59.727,2095.404,2511.918,831.451,6330.476,19.405,8.52,-12.17,-1251.534,9032.397,56.333,18.646,27287.99,-5.113,-445.946,25000.809,8275.334,0.435,36.727,225.964,74.307,15.89,-3.272,-8.469,224.492,48.006,682.665,1.734,0.371,0.919,12944.864,24593.223,2.008,114.995,2590.215,2508.985,830.481,7825.361,19.382,10.532,22.29,62.163,346.779,398.913,132.041,1047.662,3.082,1.41,14.214,108.672,896.488,1031.265,341.352,2708.401,7.967,3.645
21130,United States,2021,USA,332915072.0,,8.871,33.559,1237.193,411.88,166.649,55.48,1.259,1.595,357.202,14.88,380.367,8820.712,2936.548,2939.048,978.453,8.573,255.485,9718.536,3235.447,22.205,11.371,4196.43,4406.413,5.01,1232.238,77573.719,,5.572,1109.158,8087.481,2692.444,63129.5,21016.762,61.103,81.38,-0.623,-51.851,8267.174,5087.771,1693.796,24832.682,1.998,183.034,28061.307,9342.032,38.439,32.012,1573.98,-8.873,-68.372,674.292,774.042,257.69,2025.417,5.848,2.611,3.572,123.078,4808.697,5110.153,1701.247,14444.216,38.608,18.62,39.33,0.937,-1.485,-38.666,2056.739,2460.408,819.107,6177.968,18.589,7.964,8.643,780.643,9813.04,60.663,20.195,29476.105,-0.06,-4.954,24842.311,8270.38,0.458,37.998,229.336,75.49,16.24,1.592,3.372,226.755,48.781,688.872,1.713,0.369,0.888,13235.848,25825.461,7.05,161.743,2751.958,2649.745,882.14,8266.248,20.019,10.656,25.231,85.906,432.685,496.693,165.357,1299.685,3.753,1.675,12.378,107.278,1003.766,1152.256,383.603,3015.081,8.706,3.887
